Nama Lokasi,Hari,Jam Login,Nama,Jenis Kelamin,Email,No Telp,Provider Seluler,Tahun Lahir,Merek HP,Digital Interest,Location Type,Durasi
Halte Gudetama Jaguar,Jumat,13:05:40,Rizki Sari Asep,Laki-laki,Rizki_Sari_Asep@gmail.com,082160052938,XL,1982,Samsung,Work Stuff,Halte,01:53:39
RS Permata Gudetama,Sabtu,12:58:14,Rizki Sari Kartika,Laki-laki,Rizki_Sari_Kartika@gmail.com,084934886204,3,2001,Iphone,Game,Rumah Sakit,02:10:02
RS Specta Pesona,Minggu,19:14:16,Rizki Sari Ayu,Laki-laki,Rizki_Sari_Ayu@gmail.com,088680594128,3,1985,Iphone,Hiburan,Rumah Sakit,00:54:18
Restoran Permata Tjantik,Kamis,11:59:30,Rizki Sari Alma,Laki-laki,Rizki_Sari_Alma@gmail.com,084678834976,Indosat,1971,Lenovo,Sosial Media,Restoran,02:28:35
Restoran Gudetama Domo,Kamis,15:36:27,Rizki Sari Nabilah,Laki-laki,Rizki_Sari_Nabilah@gmail.com,088849262582,3,1970,Infinix,Game,Restoran,01:15:52
Kafe Sunshine Specta,Senin,13:15:48,Rizki Sari Putri,Perempuan,Rizki_Sari_Putri@gmail.com,082715757366,XL,1991,Realme,Hiburan,Kafe,00:25:37
RS Gudetama Domo,Minggu,07:18:54,Rizki Sari Lia,Perempuan,Rizki_Sari_Lia@gmail.com,081920537462,3,1999,Infinix,Game,Rumah Sakit,02:02:11
Restoran Gudetama Specta,Jumat,12:56:19,Rizki Sari Sari,Laki-laki,Rizki_Sari_Sari@gmail.com,082883806665,Smartfren,1972,Realme,Game,Restoran,00:21:33
Restoran Jaguar Gemilang,Jumat,21:05:02,Rizki Sari Siti,Perempuan,Rizki_Sari_Siti@gmail.com,081282023189,Telkomsel,1997,Samsung,Sosial Media,Restoran,00:28:51
Mall Sunshine Jaguar,Sabtu,07:25:27,Rizki Sari Fitri,Perempuan,Rizki_Sari_Fitri@gmail.com,088833084760,Smartfren,1985,Realme,Hiburan,Mall,01:38:13
Restoran Domo Pesona,Senin,16:45:52,Rizki Siti Bayu,Laki-laki,Rizki_Siti_Bayu@gmail.com,088788503441,3,1981,Lenovo,Game,Restoran,02:04:37
Restoran Rainbow Sky,Minggu,14:59:12,Rizki Siti Fajar,Perempuan,Rizki_Siti_Fajar@gmail.com,088775753155,XL,1974,Lenovo,Work Stuff,Restoran,01:14:44
RS Domo Star,Selasa,12:20:21,Rizki Siti Ilham,Perempuan,Rizki_Siti_Ilham@gmail.com,086489992668,Indosat,1976,Infinix,Social Connection,Rumah Sakit,00:51:09
Restoran Sunshine Domo,Sabtu,15:47:42,Rizki Siti Wahyu,Laki-laki,Rizki_Siti_Wahyu@gmail.com,083293490820,Smartfren,1971,Huawei,Game,Restoran,01:29:31
RS Rainbow Gemilang,Sabtu,07:34:47,Rizki Siti Rizki,Perempuan,Rizki_Siti_Rizki@gmail.com,085297012726,Smartfren,1971,Lenovo,Game,Rumah Sakit,01:31:17
RS Gemilang Jaguar,Jumat,19:39:21,Rizki Siti Naufal,Perempuan,Rizki_Siti_Naufal@gmail.com,085425097220,Smartfren,1983,Xiaomi,Social Connection,Rumah Sakit,02:50:39
Restoran Rotello Rainbow,Jumat,17:00:37,Rizki Siti Tono,Laki-laki,Rizki_Siti_Tono@gmail.com,086330401022,3,2005,Xiaomi,Social Connection,Restoran,02:42:26
Halte Sky Gudetama,Rabu,11:07:57,Rizki Siti Bagus,Perempuan,Rizki_Siti_Bagus@gmail.com,088575513173,Indosat,1978,Oppo,Social Connection,Halte,01:25:50
Mall Sky Larry,Kamis,10:32:10,Rizki Siti Asep,Laki-laki,Rizki_Siti_Asep@gmail.com,084057792537,Smartfren,1999,Xiaomi,Game,Mall,01:29:05
RS Domo Tjantik,Kamis,10:50:02,Rizki Siti Kartika,Perempuan,Rizki_Siti_Kartika@gmail.com,089832625302,3,2004,Infinix,Work Stuff,Rumah Sakit,00:12:05
Kafe Tjantik Permata,Selasa,18:07:13,Rizki Siti Ayu,Laki-laki,Rizki_Siti_Ayu@gmail.com,087714476462,Telkomsel,2004,Iphone,Work Stuff,Kafe,02:00:50
RS Gemilang Permata,Selasa,20:31:44,Rizki Siti Alma,Perempuan,Rizki_Siti_Alma@gmail.com,088557576875,XL,2003,ASUS,Game,Rumah Sakit,01:27:31
Mall Rotello Rainbow,Kamis,07:24:01,Rizki Siti Nabilah,Laki-laki,Rizki_Siti_Nabilah@gmail.com,083952736470,Telkomsel,1993,Samsung,Hiburan,Mall,01:02:34
Kafe Specta Sunshine,Jumat,19:46:37,Rizki Siti Putri,Laki-laki,Rizki_Siti_Putri@gmail.com,087519596119,3,1975,Vivo,Hiburan,Kafe,02:02:18
Kafe Rainbow Gudetama,Rabu,12:59:34,Rizki Siti Lia,Perempuan,Rizki_Siti_Lia@gmail.com,082094684081,Telkomsel,1979,Realme,Social Connection,Kafe,01:51:26
RS Specta Star,Rabu,16:33:40,Rizki Siti Sari,Perempuan,Rizki_Siti_Sari@gmail.com,085370481004,3,1974,ASUS,Social Connection,Rumah Sakit,00:26:38
Halte Tjantik Pesona,Senin,14:23:53,Rizki Siti Siti,Perempuan,Rizki_Siti_Siti@gmail.com,085477440330,Smartfren,1988,Iphone,Game,Halte,02:42:50
Mall Permata Sky,Sabtu,16:03:09,Rizki Siti Fitri,Laki-laki,Rizki_Siti_Fitri@gmail.com,088419230545,Indosat,1981,Xiaomi,Sosial Media,Mall,01:49:31
Kafe Jaguar Specta,Rabu,10:51:13,Rizki Fitri Bayu,Perempuan,Rizki_Fitri_Bayu@gmail.com,083584717626,Telkomsel,2003,Vivo,Sosial Media,Kafe,01:05:39
RS Tjantik Domo,Minggu,16:56:16,Rizki Fitri Fajar,Laki-laki,Rizki_Fitri_Fajar@gmail.com,087062609497,Indosat,1985,Infinix,Hiburan,Rumah Sakit,02:36:39
Kafe Star Specta,Rabu,21:37:56,Rizki Fitri Ilham,Perempuan,Rizki_Fitri_Ilham@gmail.com,083731612477,Indosat,1980,Samsung,Game,Kafe,01:32:49
Kafe Specta Gemilang,Sabtu,16:34:10,Rizki Fitri Wahyu,Laki-laki,Rizki_Fitri_Wahyu@gmail.com,084916930895,XL,1997,Realme,Game,Kafe,02:53:42
Halte Specta Sky,Senin,17:19:39,Rizki Fitri Rizki,Laki-laki,Rizki_Fitri_Rizki@gmail.com,087238737005,3,2000,Vivo,Hiburan,Halte,02:17:42
Restoran Sunshine Sunshine,Jumat,17:24:52,Rizki Fitri Naufal,Laki-laki,Rizki_Fitri_Naufal@gmail.com,082366116293,XL,1981,Oppo,Game,Restoran,00:29:44
Halte Gudetama Jaguar,Rabu,10:44:20,Rizki Fitri Tono,Laki-laki,Rizki_Fitri_Tono@gmail.com,083024577259,Indosat,1992,Xiaomi,Game,Halte,00:55:52
Halte Specta Tjantik,Kamis,15:36:57,Rizki Fitri Bagus,Laki-laki,Rizki_Fitri_Bagus@gmail.com,089083560133,XL,2003,Oppo,Work Stuff,Halte,00:26:09
Kafe Sky Larry,Senin,11:03:05,Rizki Fitri Asep,Perempuan,Rizki_Fitri_Asep@gmail.com,081745810048,Smartfren,1989,Infinix,Work Stuff,Kafe,02:29:36
Halte Star Rotello,Minggu,12:26:00,Rizki Fitri Kartika,Laki-laki,Rizki_Fitri_Kartika@gmail.com,084253815306,Indosat,2003,Lenovo,Work Stuff,Halte,02:04:13
Mall Rainbow Rotello,Senin,15:43:26,Rizki Fitri Ayu,Perempuan,Rizki_Fitri_Ayu@gmail.com,081271780327,Smartfren,1990,Oppo,Game,Mall,02:55:12
RS Star Gudetama,Senin,20:38:06,Rizki Fitri Alma,Perempuan,Rizki_Fitri_Alma@gmail.com,086687833839,Smartfren,2002,Iphone,Game,Rumah Sakit,00:33:01
Halte Tjantik Larry,Rabu,17:55:16,Rizki Fitri Nabilah,Perempuan,Rizki_Fitri_Nabilah@gmail.com,086168258826,Telkomsel,1996,Xiaomi,Game,Halte,02:27:49
Restoran Star Domo,Sabtu,14:16:13,Rizki Fitri Putri,Perempuan,Rizki_Fitri_Putri@gmail.com,083233296296,3,1989,ASUS,Game,Restoran,01:59:11
Kafe Sky Domo,Sabtu,14:01:47,Rizki Fitri Lia,Laki-laki,Rizki_Fitri_Lia@gmail.com,082954979618,3,1992,Vivo,Work Stuff,Kafe,00:13:24
Mall Rotello Sky,Rabu,10:23:18,Rizki Fitri Sari,Laki-laki,Rizki_Fitri_Sari@gmail.com,086722124086,Indosat,2004,ASUS,Game,Mall,02:46:44
Halte Domo Rainbow,Jumat,10:29:50,Rizki Fitri Siti,Perempuan,Rizki_Fitri_Siti@gmail.com,087160201562,Indosat,1971,Vivo,Game,Halte,01:57:14
Restoran Pesona Specta,Kamis,17:05:09,Rizki Fitri Fitri,Perempuan,Rizki_Fitri_Fitri@gmail.com,085133170781,XL,1987,Samsung,Social Connection,Restoran,00:22:48
RS Pesona Permata,Jumat,09:27:49,Naufal Bayu Bayu,Perempuan,Naufal_Bayu_Bayu@gmail.com,085250056627,Indosat,2004,Huawei,Social Connection,Rumah Sakit,00:35:10
Mall Permata Sky,Selasa,20:12:57,Naufal Bayu Fajar,Perempuan,Naufal_Bayu_Fajar@gmail.com,084303031301,3,1986,Vivo,Social Connection,Mall,01:35:42
Restoran Sunshine Permata,Jumat,13:55:37,Naufal Bayu Ilham,Perempuan,Naufal_Bayu_Ilham@gmail.com,082473138241,3,1999,Vivo,Game,Restoran,02:20:56
Kafe Star Tjantik,Selasa,09:56:06,Naufal Bayu Wahyu,Perempuan,Naufal_Bayu_Wahyu@gmail.com,083691157259,3,1999,Samsung,Social Connection,Kafe,00:50:45
Restoran Specta Rainbow,Jumat,17:18:43,Naufal Bayu Rizki,Laki-laki,Naufal_Bayu_Rizki@gmail.com,081351493664,XL,1995,Oppo,Hiburan,Restoran,00:28:42
Restoran Sunshine Permata,Selasa,10:53:29,Naufal Bayu Naufal,Perempuan,Naufal_Bayu_Naufal@gmail.com,087915164157,XL,1993,Xiaomi,Work Stuff,Restoran,01:42:45
Halte Tjantik Sunshine,Senin,13:27:16,Naufal Bayu Tono,Laki-laki,Naufal_Bayu_Tono@gmail.com,084758774798,3,1998,Vivo,Social Connection,Halte,01:29:06
Mall Gemilang Domo,Minggu,07:00:15,Naufal Bayu Bagus,Perempuan,Naufal_Bayu_Bagus@gmail.com,087634433104,3,1977,Samsung,Hiburan,Mall,02:48:48
Mall Rotello Rotello,Selasa,17:32:09,Naufal Bayu Asep,Laki-laki,Naufal_Bayu_Asep@gmail.com,086481561416,Smartfren,1985,Xiaomi,Game,Mall,02:15:45
Restoran Sky Larry,Senin,21:29:15,Naufal Bayu Kartika,Perempuan,Naufal_Bayu_Kartika@gmail.com,086087715171,Indosat,1987,Huawei,Sosial Media,Restoran,01:31:07
Restoran Star Sky,Jumat,10:08:58,Naufal Bayu Ayu,Laki-laki,Naufal_Bayu_Ayu@gmail.com,089169364327,XL,1985,Samsung,Social Connection,Restoran,01:03:10
RS Sky Rainbow,Minggu,20:50:14,Naufal Bayu Alma,Perempuan,Naufal_Bayu_Alma@gmail.com,084050909226,Telkomsel,1991,Vivo,Work Stuff,Rumah Sakit,00:18:14
Kafe Domo Domo,Senin,11:11:35,Naufal Bayu Nabilah,Laki-laki,Naufal_Bayu_Nabilah@gmail.com,087204094031,Indosat,1971,Realme,Hiburan,Kafe,00:09:49
Mall Jaguar Pesona,Jumat,15:38:36,Naufal Bayu Putri,Perempuan,Naufal_Bayu_Putri@gmail.com,088985401187,XL,2005,Samsung,Social Connection,Mall,02:54:18
Kafe Sky Domo,Selasa,17:35:37,Naufal Bayu Lia,Perempuan,Naufal_Bayu_Lia@gmail.com,087668356428,Indosat,1974,Infinix,Social Connection,Kafe,01:13:01
Mall Sky Star,Selasa,10:38:19,Naufal Bayu Sari,Laki-laki,Naufal_Bayu_Sari@gmail.com,082898080403,XL,1984,ASUS,Social Connection,Mall,00:56:53
Mall Pesona Specta,Minggu,10:29:52,Naufal Bayu Siti,Perempuan,Naufal_Bayu_Siti@gmail.com,086076018615,Indosat,1990,Infinix,Sosial Media,Mall,01:54:40
Halte Gudetama Domo,Sabtu,13:41:39,Naufal Bayu Fitri,Perempuan,Naufal_Bayu_Fitri@gmail.com,088852764846,3,2005,Iphone,Hiburan,Halte,00:39:39
Restoran Sunshine Sunshine,Jumat,11:41:46,Naufal Fajar Bayu,Perempuan,Naufal_Fajar_Bayu@gmail.com,083472971215,Indosat,1985,Huawei,Sosial Media,Restoran,00:23:11
RS Sunshine Jaguar,Sabtu,15:24:29,Naufal Fajar Fajar,Laki-laki,Naufal_Fajar_Fajar@gmail.com,089485306296,Telkomsel,2001,Vivo,Work Stuff,Rumah Sakit,00:15:12
Mall Larry Gudetama,Sabtu,11:18:14,Naufal Fajar Ilham,Perempuan,Naufal_Fajar_Ilham@gmail.com,083847952045,Indosat,1974,ASUS,Social Connection,Mall,02:37:42
Mall Gudetama Rotello,Senin,12:50:28,Naufal Fajar Wahyu,Laki-laki,Naufal_Fajar_Wahyu@gmail.com,082374324009,XL,2000,Huawei,Social Connection,Mall,00:19:49
Restoran Sky Larry,Sabtu,20:17:44,Naufal Fajar Rizki,Laki-laki,Naufal_Fajar_Rizki@gmail.com,084296081355,XL,2001,Samsung,Sosial Media,Restoran,02:49:06
RS Tjantik Larry,Sabtu,14:44:46,Naufal Fajar Naufal,Laki-laki,Naufal_Fajar_Naufal@gmail.com,085472368078,3,1972,Vivo,Hiburan,Rumah Sakit,01:01:32
Restoran Domo Pesona,Jumat,12:17:28,Naufal Fajar Tono,Perempuan,Naufal_Fajar_Tono@gmail.com,089676145891,3,1971,Samsung,Social Connection,Restoran,01:58:47
Kafe Sunshine Rainbow,Kamis,08:14:44,Naufal Fajar Bagus,Laki-laki,Naufal_Fajar_Bagus@gmail.com,088273815082,Indosat,1978,Xiaomi,Work Stuff,Kafe,01:48:40
Restoran Tjantik Specta,Jumat,11:55:14,Naufal Fajar Asep,Laki-laki,Naufal_Fajar_Asep@gmail.com,086528561862,3,1981,Infinix,Hiburan,Restoran,00:49:51
Kafe Specta Specta,Minggu,07:18:26,Naufal Fajar Kartika,Laki-laki,Naufal_Fajar_Kartika@gmail.com,089810141985,Telkomsel,2001,Vivo,Social Connection,Kafe,02:39:56
Halte Rainbow Sky,Selasa,20:59:07,Naufal Fajar Ayu,Perempuan,Naufal_Fajar_Ayu@gmail.com,083306247942,3,1995,Oppo,Work Stuff,Halte,01:30:33
Halte Gemilang Rainbow,Kamis,18:00:16,Naufal Fajar Alma,Laki-laki,Naufal_Fajar_Alma@gmail.com,086647601395,3,1985,Vivo,Hiburan,Halte,00:15:30
Mall Star Star,Jumat,13:34:57,Naufal Fajar Nabilah,Laki-laki,Naufal_Fajar_Nabilah@gmail.com,082828548505,Telkomsel,1979,ASUS,Social Connection,Mall,02:59:36
RS Gemilang Larry,Jumat,21:59:51,Naufal Fajar Putri,Laki-laki,Naufal_Fajar_Putri@gmail.com,085499946397,Indosat,1972,Iphone,Hiburan,Rumah Sakit,00:19:24
Mall Domo Permata,Selasa,15:45:44,Naufal Fajar Lia,Perempuan,Naufal_Fajar_Lia@gmail.com,083230716980,XL,1976,Vivo,Work Stuff,Mall,00:53:35
Halte Domo Sky,Sabtu,12:42:20,Naufal Fajar Sari,Perempuan,Naufal_Fajar_Sari@gmail.com,089457070639,Smartfren,2002,Oppo,Social Connection,Halte,00:33:16
Halte Rainbow Sky,Minggu,16:11:58,Naufal Fajar Siti,Laki-laki,Naufal_Fajar_Siti@gmail.com,087607238723,3,1998,Vivo,Work Stuff,Halte,00:12:07
Kafe Rainbow Domo,Sabtu,20:10:35,Naufal Fajar Fitri,Laki-laki,Naufal_Fajar_Fitri@gmail.com,083483327514,Smartfren,2004,Lenovo,Sosial Media,Kafe,01:56:27
RS Gemilang Specta,Rabu,08:52:04,Naufal Ilham Bayu,Laki-laki,Naufal_Ilham_Bayu@gmail.com,086269007073,Indosat,1983,Lenovo,Social Connection,Rumah Sakit,00:21:14
Halte Jaguar Larry,Rabu,07:19:01,Naufal Ilham Fajar,Perempuan,Naufal_Ilham_Fajar@gmail.com,084797263094,3,1979,Lenovo,Social Connection,Halte,02:20:10
Halte Gemilang Domo,Jumat,15:17:46,Naufal Ilham Ilham,Laki-laki,Naufal_Ilham_Ilham@gmail.com,083042596276,Indosat,1997,Infinix,Social Connection,Halte,01:00:37
Mall Rainbow Tjantik,Kamis,10:57:51,Naufal Ilham Wahyu,Laki-laki,Naufal_Ilham_Wahyu@gmail.com,089079584050,3,1990,Iphone,Work Stuff,Mall,02:28:17
Mall Sky Rainbow,Sabtu,16:13:46,Naufal Ilham Rizki,Laki-laki,Naufal_Ilham_Rizki@gmail.com,086671373649,XL,1985,Vivo,Sosial Media,Mall,01:30:54
Kafe Permata Tjantik,Selasa,12:39:16,Naufal Ilham Naufal,Perempuan,Naufal_Ilham_Naufal@gmail.com,083015521377,Telkomsel,1975,Vivo,Work Stuff,Kafe,01:41:46
Halte Permata Domo,Rabu,09:00:37,Naufal Ilham Tono,Laki-laki,Naufal_Ilham_Tono@gmail.com,088000238573,Smartfren,1994,Oppo,Sosial Media,Halte,00:44:02
Mall Gemilang Domo,Selasa,09:48:49,Naufal Ilham Bagus,Perempuan,Naufal_Ilham_Bagus@gmail.com,087807822794,XL,1991,Huawei,Game,Mall,02:51:08
Restoran Jaguar Sunshine,Sabtu,09:00:02,Naufal Ilham Asep,Laki-laki,Naufal_Ilham_Asep@gmail.com,088077146701,XL,1971,ASUS,Game,Restoran,02:38:34
Restoran Pesona Rainbow,Kamis,08:09:07,Naufal Ilham Kartika,Perempuan,Naufal_Ilham_Kartika@gmail.com,088969055621,3,1971,Realme,Hiburan,Restoran,00:31:36
Halte Sky Gudetama,Sabtu,14:50:36,Naufal Ilham Ayu,Laki-laki,Naufal_Ilham_Ayu@gmail.com,084110308127,Telkomsel,1974,ASUS,Sosial Media,Halte,02:28:37
Mall Sunshine Sky,Rabu,13:47:20,Naufal Ilham Alma,Perempuan,Naufal_Ilham_Alma@gmail.com,083430419921,XL,2005,Xiaomi,Game,Mall,01:55:23
Halte Larry Rainbow,Jumat,09:50:00,Naufal Ilham Nabilah,Perempuan,Naufal_Ilham_Nabilah@gmail.com,085432629617,Smartfren,2003,Samsung,Social Connection,Halte,02:59:49
Kafe Gudetama Jaguar,Sabtu,13:14:41,Naufal Ilham Putri,Laki-laki,Naufal_Ilham_Putri@gmail.com,083226327995,3,2002,Huawei,Social Connection,Kafe,01:11:42
RS Pesona Pesona,Minggu,08:21:00,Naufal Ilham Lia,Laki-laki,Naufal_Ilham_Lia@gmail.com,086120872075,XL,1985,Iphone,Work Stuff,Rumah Sakit,01:08:09
Restoran Domo Jaguar,Kamis,12:30:12,Naufal Ilham Sari,Laki-laki,Naufal_Ilham_Sari@gmail.com,082800349469,Smartfren,1996,Lenovo,Work Stuff,Restoran,01:34:39
RS Sky Rotello,Jumat,11:42:55,Naufal Ilham Siti,Laki-laki,Naufal_Ilham_Siti@gmail.com,082698244746,Indosat,1973,Huawei,Work Stuff,Rumah Sakit,02:41:28
Kafe Specta Gudetama,Kamis,12:04:01,Naufal Ilham Fitri,Laki-laki,Naufal_Ilham_Fitri@gmail.com,084060468558,Indosat,2001,Huawei,Game,Kafe,02:24:08
RS Larry Gemilang,Jumat,10:29:28,Naufal Wahyu Bayu,Laki-laki,Naufal_Wahyu_Bayu@gmail.com,082763207599,Telkomsel,1979,Iphone,Work Stuff,Rumah Sakit,02:34:35
Halte Sky Sunshine,Kamis,11:24:36,Naufal Wahyu Fajar,Laki-laki,Naufal_Wahyu_Fajar@gmail.com,084489764223,XL,1990,Realme,Game,Halte,01:58:31
Restoran Tjantik Gudetama,Minggu,10:56:43,Naufal Wahyu Ilham,Perempuan,Naufal_Wahyu_Ilham@gmail.com,081490278834,XL,1970,Xiaomi,Sosial Media,Restoran,02:41:27
Kafe Domo Sunshine,Kamis,13:54:11,Naufal Wahyu Wahyu,Laki-laki,Naufal_Wahyu_Wahyu@gmail.com,087927715717,Telkomsel,2000,Oppo,Game,Kafe,01:23:54
Halte Rainbow Rotello,Rabu,20:06:12,Naufal Wahyu Rizki,Laki-laki,Naufal_Wahyu_Rizki@gmail.com,085687660155,XL,1987,Infinix,Game,Halte,02:15:34
RS Sunshine Rainbow,Rabu,08:21:53,Naufal Wahyu Naufal,Laki-laki,Naufal_Wahyu_Naufal@gmail.com,084641530504,Smartfren,1998,Samsung,Social Connection,Rumah Sakit,01:20:42
RS Pesona Larry,Minggu,15:36:47,Naufal Wahyu Tono,Perempuan,Naufal_Wahyu_Tono@gmail.com,088723974058,Telkomsel,1976,Lenovo,Hiburan,Rumah Sakit,00:39:54
Mall Star Rainbow,Jumat,15:16:58,Naufal Wahyu Bagus,Perempuan,Naufal_Wahyu_Bagus@gmail.com,086569263374,Telkomsel,1988,Xiaomi,Game,Mall,01:54:16
Halte Jaguar Larry,Senin,11:45:07,Naufal Wahyu Asep,Perempuan,Naufal_Wahyu_Asep@gmail.com,088706128294,3,1993,Oppo,Work Stuff,Halte,00:38:02
Kafe Rainbow Sky,Sabtu,11:17:55,Naufal Wahyu Kartika,Perempuan,Naufal_Wahyu_Kartika@gmail.com,087162693134,Telkomsel,1988,Oppo,Social Connection,Kafe,01:20:38
Restoran Gudetama Domo,Jumat,09:10:20,Naufal Wahyu Ayu,Laki-laki,Naufal_Wahyu_Ayu@gmail.com,085289343810,XL,1986,Huawei,Work Stuff,Restoran,01:37:45
Restoran Pesona Star,Senin,15:08:30,Naufal Wahyu Alma,Laki-laki,Naufal_Wahyu_Alma@gmail.com,085251309497,Telkomsel,1993,ASUS,Social Connection,Restoran,00:46:18
Kafe Star Star,Kamis,15:58:28,Naufal Wahyu Nabilah,Perempuan,Naufal_Wahyu_Nabilah@gmail.com,088670559296,Indosat,1986,Infinix,Game,Kafe,00:45:36
RS Pesona Tjantik,Sabtu,17:23:47,Naufal Wahyu Putri,Laki-laki,Naufal_Wahyu_Putri@gmail.com,083793697753,Telkomsel,1995,Vivo,Work Stuff,Rumah Sakit,00:56:29
Halte Gemilang Jaguar,Jumat,08:18:07,Naufal Wahyu Lia,Perempuan,Naufal_Wahyu_Lia@gmail.com,081599401444,Indosat,1988,Iphone,Hiburan,Halte,01:01:50
RS Sunshine Rotello,Sabtu,13:08:23,Naufal Wahyu Sari,Laki-laki,Naufal_Wahyu_Sari@gmail.com,084342901076,Indosat,1992,Lenovo,Work Stuff,Rumah Sakit,00:25:06
Halte Specta Jaguar,Selasa,19:25:19,Naufal Wahyu Siti,Laki-laki,Naufal_Wahyu_Siti@gmail.com,086799774085,Telkomsel,1999,Huawei,Social Connection,Halte,00:21:51
Kafe Permata Star,Sabtu,16:32:41,Naufal Wahyu Fitri,Perempuan,Naufal_Wahyu_Fitri@gmail.com,088775766405,Smartfren,1974,Infinix,Social Connection,Kafe,02:01:19
RS Rainbow Gudetama,Kamis,19:05:56,Naufal Rizki Bayu,Laki-laki,Naufal_Rizki_Bayu@gmail.com,088564260505,Indosat,1991,ASUS,Work Stuff,Rumah Sakit,02:05:10
Mall Sunshine Pesona,Minggu,19:04:42,Naufal Rizki Fajar,Perempuan,Naufal_Rizki_Fajar@gmail.com,084772858153,Indosat,1998,Huawei,Sosial Media,Mall,01:41:11
Restoran Tjantik Sky,Senin,07:11:44,Naufal Rizki Ilham,Laki-laki,Naufal_Rizki_Ilham@gmail.com,084336869860,XL,1999,Samsung,Sosial Media,Restoran,02:17:32
RS Pesona Specta,Kamis,12:34:50,Naufal Rizki Wahyu,Perempuan,Naufal_Rizki_Wahyu@gmail.com,081275920209,XL,1988,ASUS,Work Stuff,Rumah Sakit,01:39:35
RS Sunshine Sunshine,Kamis,17:15:49,Naufal Rizki Rizki,Laki-laki,Naufal_Rizki_Rizki@gmail.com,084489568401,Indosat,1986,Oppo,Game,Rumah Sakit,01:38:10
Kafe Specta Rainbow,Minggu,17:00:23,Naufal Rizki Naufal,Perempuan,Naufal_Rizki_Naufal@gmail.com,085976361625,Smartfren,1975,Samsung,Social Connection,Kafe,01:09:25
RS Tjantik Specta,Selasa,07:50:03,Naufal Rizki Tono,Perempuan,Naufal_Rizki_Tono@gmail.com,082272515224,3,1972,Huawei,Game,Rumah Sakit,01:00:24
Restoran Tjantik Pesona,Rabu,14:09:44,Naufal Rizki Bagus,Laki-laki,Naufal_Rizki_Bagus@gmail.com,088382759173,Telkomsel,2003,Realme,Game,Restoran,01:34:28
Kafe Rotello Sunshine,Jumat,18:29:33,Naufal Rizki Asep,Laki-laki,Naufal_Rizki_Asep@gmail.com,082811886669,Indosat,2005,Huawei,Sosial Media,Kafe,00:58:34
RS Rotello Permata,Senin,13:57:31,Naufal Rizki Kartika,Laki-laki,Naufal_Rizki_Kartika@gmail.com,088510642748,Telkomsel,1971,Oppo,Work Stuff,Rumah Sakit,01:30:29
RS Specta Specta,Selasa,16:51:56,Naufal Rizki Ayu,Perempuan,Naufal_Rizki_Ayu@gmail.com,082876429444,Smartfren,1989,ASUS,Sosial Media,Rumah Sakit,00:13:21
Restoran Rainbow Rainbow,Jumat,13:33:30,Naufal Rizki Alma,Laki-laki,Naufal_Rizki_Alma@gmail.com,082470773896,Indosat,1991,Vivo,Sosial Media,Restoran,01:01:59
Halte Jaguar Pesona,Sabtu,07:37:29,Naufal Rizki Nabilah,Perempuan,Naufal_Rizki_Nabilah@gmail.com,084827225447,XL,1982,Infinix,Sosial Media,Halte,02:36:04
Halte Star Rotello,Minggu,08:12:57,Naufal Rizki Putri,Laki-laki,Naufal_Rizki_Putri@gmail.com,088785168443,Indosat,1970,Samsung,Hiburan,Halte,02:21:28
Kafe Pesona Permata,Senin,12:04:27,Naufal Rizki Lia,Laki-laki,Naufal_Rizki_Lia@gmail.com,082400791794,3,2004,Vivo,Hiburan,Kafe,02:56:27
Mall Jaguar Rotello,Minggu,17:18:27,Naufal Rizki Sari,Perempuan,Naufal_Rizki_Sari@gmail.com,081480188971,Telkomsel,1986,ASUS,Sosial Media,Mall,02:24:32
Halte Tjantik Permata,Selasa,16:15:03,Naufal Rizki Siti,Perempuan,Naufal_Rizki_Siti@gmail.com,089652330032,Telkomsel,1990,ASUS,Game,Halte,01:53:58
RS Larry Specta,Minggu,12:45:49,Naufal Rizki Fitri,Perempuan,Naufal_Rizki_Fitri@gmail.com,089305092570,Smartfren,1995,Lenovo,Hiburan,Rumah Sakit,00:19:16
Halte Sunshine Jaguar,Senin,09:15:47,Naufal Naufal Bayu,Laki-laki,Naufal_Naufal_Bayu@gmail.com,086675444532,Indosat,1980,Iphone,Social Connection,Halte,02:01:49
Mall Rotello Rainbow,Sabtu,11:08:48,Naufal Naufal Fajar,Laki-laki,Naufal_Naufal_Fajar@gmail.com,082053637884,Telkomsel,1984,Xiaomi,Hiburan,Mall,02:31:48
Restoran Star Jaguar,Minggu,14:59:10,Naufal Naufal Ilham,Laki-laki,Naufal_Naufal_Ilham@gmail.com,089757416031,Telkomsel,1996,Realme,Work Stuff,Restoran,02:45:27
Halte Star Star,Kamis,16:08:19,Naufal Naufal Wahyu,Perempuan,Naufal_Naufal_Wahyu@gmail.com,087061106036,Smartfren,1977,Samsung,Hiburan,Halte,01:31:27
Mall Domo Permata,Minggu,14:27:23,Naufal Naufal Rizki,Perempuan,Naufal_Naufal_Rizki@gmail.com,082190368108,Smartfren,2004,ASUS,Work Stuff,Mall,01:57:04
Kafe Rotello Sky,Minggu,20:04:43,Naufal Naufal Naufal,Laki-laki,Naufal_Naufal_Naufal@gmail.com,087727673586,Smartfren,1988,Iphone,Work Stuff,Kafe,02:51:26
